sentence,target,type,hate speech,sentence_length
একে বাহিরে নিয়ে জুতা পেটা করা দরকার। এরা নাকি আবার অপরাধ দমন করে।,ind,callToViolence,1,13
এখন আল্লাহকে ডাকো কেন?পাপ করার আগে মনে ছিলনা?আমি বিচারক হলে ফাসি না আগে ধোন গোড়া মেরে কাটতাম পরে ফাসি,ind,callToViolence,1,19
এখন জুতো মেরে গোরু করছেন আল্লাহ বলে একজন আছে এটা কিন্তূ মনে রাখবেন,ind,callToViolence,1,13
এখন তো ওর মা অনেক টাকা চোখে দেখেছে তাই ওই মেয়েটা মার টাকার দিকে নজর করেছে ওই মেয়েটা কে জুতা পিটা করা দরকার আপনারা কি বলেন যখন ওর মা ভিক্ষা করতো তখন কই ছিল ওই মাইয়া ওই মেয়েকে আমি যদি পাইতাম গামে ছয়টা থাপ্পর দিতাম,female,callToViolence,1,45
এখন থেকে যে মন্ত্রী মুক্তিযোদ্ধার কথা বলবে তাকে কুত্তারমত পিটানো উচিত।,ind,callToViolence,1,11
এগুলো ওয়াজ না অসভতা দীনের কোন কথা বলেনা জুতা মার,ind,callToViolence,1,10
এগুলো কে ঝাড়ু পিটা করার দরকার ৷ ভন্ডদের কে ৷,group,callToViolence,1,10
এটা যদি বাংলাদেশে হতো তবে একে প্রথমে পিটিয়ে আধমরা করতামপরে পুলিশে দিতামএদের মতো কুলাঙ্গার যেনো আল্লাহ শত্রুকেও না দেন,ind,callToViolence,1,19
এটাকে মারতে মারতে নেওয়া হলো না কেন প্রকাশ্য মারতে হবে তাহলে আমরা শান্তি পাবো,ind,callToViolence,1,14
এডমি আপনি পাবলিককে কি বুঝাতেছেন রাজিব অপুর্ব চোদে প্রভার বোদা পাকা করে পেলেছে এখন প্রভার বোদায় হাতির ধন ডুকালেও সমস্যা নাই হয়তো আবার কারো সাথে চোদা দিয়ে গোসল করেছে?,female,callToViolence,1,29
এত আদর ভালো বাসা দিয়ে ছেলে কে মানুষ করে এটা তার পতিদান আললাহ তোকে জাহান্নমে দেবে,male,callToViolence,1,16
এত আবেগি কথা বার্তা শুনতে চাই নাতোমার ভালো না লাগলে পদত্যাগ করে বাড়িতে চলে যাও।জাতি তোমাকে আর দেখতে চায় না।পাপনে কথাই কথাই বলেওরা কেন আগে আমার কাছে আসে নাইআরে প্লেয়ারা আসলে তো তখন তুমি বলতা আচ্ছা টিক আছে দেখা যাকআর বাকিটা হয়ে যেত ইতিহাস দেখা যাক পর্যন্তই থাকত।প্লেয়ারা চাচ্ছে জাতির সামনে তোমাকে কাজ কারবার উন্মেচনা করতে। সালার বেটা পাপন কোনো কিছু হলেই সে মিডিয়া সামনে এসে বড় বড় কথা বল।আর এখন প্লেয়াররা সবাই এক হয়েছে বলে তার মাথা নষ্ট হয়ে গেছে।সবাই তো জানে তুমি ক্ষমতার অপব্যাবহার করে যাচ্ছ।পাপনের বড় ব্যর্থতাপ্লেয়াদের সাথে কোন মিল নেইপ্লেয়াদের সাথে এক হতে পারে নাপ্লেয়াদের সাথে ভালো মন্দের কোনো কিছু শেয়ার নেই। শুধু পারে সাংবাদিকদের সামনে বড় বড় কথা বলতে।পাপন বলে তার কোনো ফেইসবুক অাইডি নেই আরে তুমি তো জানতোমার ফেইসবুক আইডি থাকলে কি অবস্তা হতসেটা জেনেই তো আইডি করনাই।তোমার কোনো ফেইবুক আইডিই নেই বলে তুমি কি বুঝাইতে চাইছ জাতি কি তোমাকে না করছে নি?আইডি নেই ভালো কথা কিন্তু এত খবর পায় কই?প্লেয়ার দর্শকরা আছে বলেই তোমার চাকরি আছে।প্লেয়ারা থাকবে না তোমার চাকরিও থাকবে না তো ওই বিষয়টা মাথাই যেন থাকে।সাংবাদিকদের ধন্যবাদ পাপনকে গলাই পারা মেরে ধর সত্যি কথা বের করার জন্যেকথা শেষ না করে বার বার উটে যেত চায়।এত আবেগি কথা বার্তা শুনতে চাই নাতোমার ভালো না লাগলে তুমি পদত্যাগ করে বাড়িতে চলে যাও।দরকারর নেই তোমার এত ভালোবাসার। এত কিছু বুঝতে চাই নাতুমি মাঠের বাহিরে গিয়ে সব ছিড় পেলকেউ তোমাকে কিছু বলবে না।তোমার ক্রিকেট বোর্ড নিয়ে চিন্তা করতে হবে না।তুমি তোমার প্রিয় বন্ধুর সাথে ক্যাসিনো ক্যাসিনো খেল গিয়ে।বিশ্ব গালিবাজ গালির মাস্টার সেফুদা কে এনে পাপন কে কিছু শব্দ বোমা দেওয়ার দরকার। প্লেয়াদের দাবি না মানলে খেলা বন্ধ থাকবেতোমার পদত্যাগ করতে হবেদরকার নেই তোমার মত এত ভালো মানুষের ভালোবাসা।বেশি কিছু বুঝতে চাই না তুমি পদত্যাগ করে বাড়িতে চলে যাওক্রিকেটে বোর্ডে তোমাকে আর দরকারনেই জাতি তোমাকে অার দেখতে চাই না তোমার খেলা নিয়ে চিন্তা করতে হবে নাতুমি তোমার প্রিয় বন্ধুর সাথে ক্যাসিনো খেল গিয়ে।,ind,callToViolence,1,307
