text,vulgar,hate,religious,threat,troll,Insult
আফরান নিশো আসলেই জীবন্ত কিংবদন্তি ওর অভিনয় দক্ষতা দেখে আমি নিজেই বিমোহিততানজিন তিশা অসাধারণ অভিনয় করেছেতিশার জন্য ভালোবাসা,0,0,0,0,0,0
নিশ্চয় বাংলাদেশ নয় আমাদের দেশে দয়ালু বেশি এটা সোমালিয়া বা হাইতির মত এমনকি ভারতের কিছু অন্ঞলে হতে পারে বাংলাদেশে কোটি মানুশের এধরনের মন মানসিকতা নেই,0,1,0,0,0,0
"মাদার চোদ তোর নাম,,, আরিপ খান না হইয়া গোয়ার বাল খান হওয়া উচিৎ ছিল,,,খানকির পোলা,,,, মাগি নিয়া পিক দেস আবার ভাব চুদাস না,,,,, বেস্যার পয়দা",1,0,0,0,0,1
সত্যি শামিম ভাইয়ের তুলনা হয় নাউনি যে একজন গুনি অভিনেতা সেটার প্রমান বার বার দিচ্ছেনএই টাইপের গল্প দেখতে অনেক ভাল লাগে অনেক বছর পর দেখা হয় আর হ্যাপ্পি এন্ডিং হয়সবাই ভাল কাজ করছে ধন্যবাদ সবাইকে,0,0,0,0,0,0
জানিনা আল্লাহতায়ালা আপনাকে ক্ষমা করবেন কিনা তবে আপনি যে কথাগুলো বলেছেন তার জন্য আপনাকে ক্ষমা না করাই উচিত।আজ যদি ইসলাম ক্ষমতায় থাকতো তাহলে আপনাকে প্রকাশ্যে ফাসি দেওয়া হতো ১০০%,0,0,1,1,0,0
আমার নিজের দাদাও সাইকেল চালিয়ে স্কুলে যেতেন... সেই ব্রিটিশ আমলের কথা বলছি,0,0,0,0,0,0
অসাধারণ একটি গল্প…শামীম আহমেদ সরকারের অভিনয় মন ছুঁয়ে যায় সবসময় সাবিলা নূর এবং সাজ্জাদের অভিনয় সহ পুরু নাটকটাই ছিল এক কথায় অসাধারণঅনেক ভালো লাগলো,0,0,0,0,0,0
"একজন রিকশা চালক, তার রিকশার চেইন লাগাতে যেয়ে গুতা খেয়েছে...সাথে সাথে পেট্রোলিয়াম জেলি লাগিয়ে কয়েকদিন পর ডাক্তারের কাছে গেছে... তার হাতের অবস্থা এখন এটা",0,0,0,0,0,0
মাহির কথায় বুঝা যায় যে এই ফোন আলাপ সাজানো এবং সরকারের নির্দেষ অনুযায়ী,0,1,0,0,0,0
আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব ভাই এর বিশাল বণধূ,0,0,0,0,0,0
হিন্দুরা জদি তাদের ধর্মো গোরনত বুঝে পড়তো তাহলে মুরতি পুজা করতোনা,0,0,1,0,0,0
আমার দেখা সেরা নাটকঅসম্ভব সুন্দর নাটক চোখের পানি আটকে রাখতে পারলাম নামাঝখানে যেটা দেখালাম ১০বছর পরে ছেলে কলেজে পড়ে কিভাবেযাইহোক খুব সুন্দর নাটক,0,0,0,0,0,0
ভারত পাকিস্তান কি করলো সেটা নিয়ে বাঙালী দের ঘুম হারাম হচ্ছে। ।।এদিকে নিজেদের সিমান্তে রোহিঙ্গা এসে ফিরে যাচ্ছে সেদিকে নজর নেই।।,0,1,0,0,0,0
আমরা চাই বাংলাদেশে ছাএ রাজনীতি বন্ধ হোক।এখানে তারা ছাএলীগের নাম দিয়ে রেহাই পেয়ে যাচ্ছে তারা। তারা দেশের নেতাগীরির কারণে সাধারণ মানুষদের তুচ্ছ মনে করছে।ফাসি চাই হামলা কারীদের,0,1,0,0,0,0
রানুর ভন্ডা‌মি ও নিচু মান‌সিকতা তু‌লে ধরার জন্য ধন্যবাদ,0,1,0,0,0,0
ভারত বর্তমানে চুরি করে আম্পায়ারের সাহায্যে জিতে খেলে জিতার ক্ষমতা ভারতের নেই,0,1,0,0,0,1
